lastUpdate,version,id,name,terminalName,lastCommWithServer,lat,long,installed,locked,installDate,removalDate,temporary,public,nbBikes,nbEmptyDocks,latestUpdateTime
1.46187E+12,2,91,13th St & New York Ave NW,31227,1.46187E+12,38.900283,-77.029822,TRUE,FALSE,0,,FALSE,TRUE,2,21,1.46187E+12
1.46187E+12,2,92,8th & H St NW,31228,1.46187E+12,38.8997,-77.023086,TRUE,FALSE,0,,FALSE,TRUE,17,16,1.46187E+12
1.46187E+12,2,93,10th & Monroe St NE,31504,1.46187E+12,38.932514,-76.992889,TRUE,FALSE,0,,FALSE,TRUE,6,5,1.46186E+12
1.46187E+12,2,94,Eckington Pl & Q St NE,31505,1.46187E+12,38.910972,-77.00495,TRUE,FALSE,0,,FALSE,TRUE,10,1,1.46186E+12
1.46187E+12,2,95,6th & H St NE,31615,1.46187E+12,38.899972,-76.998347,TRUE,FALSE,0,,FALSE,TRUE,3,17,1.46187E+12
1.46187E+12,2,96,3rd & H St NE,31616,1.46187E+12,38.900412,-77.001949,TRUE,FALSE,0,,FALSE,TRUE,5,14,1.46187E+12
1.46187E+12,2,97,Bladensburg Rd & Benning Rd NE,31617,1.46187E+12,38.900413,-76.982872,TRUE,FALSE,0,,FALSE,TRUE,10,5,1.46185E+12
1.46187E+12,2,98,4th & East Capitol St NE,31618,1.46187E+12,38.889955,-77.000349,TRUE,FALSE,0,,FALSE,TRUE,4,5,1.46187E+12
1.46187E+12,2,99,Lincoln Park / 13th & East Capitol St NE,31619,1.46187E+12,38.890461,-76.988355,TRUE,FALSE,0,,FALSE,TRUE,3,22,1.46186E+12
1.46187E+12,2,100,Branch & Pennsylvania Ave SE,31701,1.46187E+12,38.8692,-76.9599,TRUE,FALSE,0,,FALSE,TRUE,7,4,1.46185E+12
1.46187E+12,2,101,13th & D St NE,31622,1.46187E+12,38.894832,-76.987633,TRUE,FALSE,0,,FALSE,TRUE,9,22,1.46187E+12
1.46187E+12,2,102,New Hampshire Ave & T St NW,31229,1.46187E+12,38.91554,-77.03818,TRUE,FALSE,0,,FALSE,TRUE,13,8,1.46186E+12
1.46187E+12,2,103,Metro Center / 12th & G St NW,31230,1.46187E+12,38.898364,-77.027869,TRUE,FALSE,0,,FALSE,TRUE,3,28,1.46187E+12
1.46187E+12,2,104,14th & D St NW / Ronald Reagan Building,31231,1.46187E+12,38.894514,-77.031617,TRUE,FALSE,0,,FALSE,TRUE,13,10,1.46187E+12
1.46187E+12,2,105,7th & F St NW / National Portrait Gallery,31232,1.46187E+12,38.897351,-77.022465,TRUE,FALSE,0,,FALSE,TRUE,3,24,1.46187E+12
1.46187E+12,2,106,17th & K St NW / Farragut Square,31233,1.46187E+12,38.902061,-77.038322,TRUE,FALSE,0,,FALSE,TRUE,11,23,1.46187E+12
1.46187E+12,2,107,20th & O St NW / Dupont South,31234,1.46187E+12,38.908905,-77.04478,TRUE,FALSE,0,,FALSE,TRUE,3,16,1.46187E+12
1.46187E+12,2,108,4th & D St NW / Judiciary Square,31621,1.46187E+12,38.895344,-77.016106,TRUE,FALSE,0,,FALSE,TRUE,9,6,1.46186E+12
1.46187E+12,2,109,19th St & Constitution Ave NW,31235,1.46187E+12,38.8923,-77.0436,TRUE,FALSE,0,,FALSE,TRUE,12,22,1.46186E+12
1.46187E+12,2,110,37th & O St NW / Georgetown University,31236,1.46187E+12,38.90774,-77.071652,TRUE,FALSE,0,,FALSE,TRUE,8,15,1.46186E+12
1.46187E+12,2,111,11th & H St NE,31614,1.46187E+12,38.899983,-76.991383,TRUE,FALSE,0,,FALSE,TRUE,3,15,1.46187E+12
1.46187E+12,2,112,25th St & Pennsylvania Ave NW,31237,1.46187E+12,38.903827,-77.053485,TRUE,FALSE,0,,FALSE,TRUE,3,11,1.46187E+12
1.46187E+12,2,113,Columbus Circle / Union Station,31623,1.46187E+12,38.89696,-77.00493,TRUE,FALSE,0,,FALSE,TRUE,17,20,1.46187E+12
1.46187E+12,2,114,North Capitol St & F St NW,31624,1.46187E+12,38.897446,-77.009888,TRUE,FALSE,0,,FALSE,TRUE,1,21,1.46187E+12
1.46187E+12,2,115,11th & M St NW,31266,1.46187E+12,38.905607,-77.027137,TRUE,FALSE,0,,FALSE,TRUE,11,8,1.46187E+12
1.46187E+12,2,116,36th & Calvert St NW / Glover Park,31304,1.46187E+12,38.922581,-77.070334,TRUE,FALSE,0,,FALSE,TRUE,7,8,1.46186E+12
1.46187E+12,2,117,14th & G St NW,31238,1.46187E+12,38.898069,-77.031823,TRUE,FALSE,0,,FALSE,TRUE,5,18,1.46187E+12
1.46187E+12,2,118,Potomac Ave & 35th St S,31052,1.46187E+12,38.844015,-77.050537,TRUE,FALSE,0,,FALSE,TRUE,15,8,1.46185E+12
1.46187E+12,2,124,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,1.46187E+12,38.88412,-77.04657,TRUE,FALSE,0,,FALSE,TRUE,5,18,1.46187E+12
1.46187E+12,2,125,11th & F St NW,31262,1.46187E+12,38.897857,-77.026975,TRUE,FALSE,0,,FALSE,TRUE,8,7,1.46187E+12
1.46187E+12,2,126,23rd & E St NW,31260,1.46187E+12,38.896104,-77.049882,TRUE,FALSE,0,,FALSE,TRUE,13,6,1.46187E+12
1.46187E+12,2,127,Lynn & 19th St North,31014,1.46187E+12,38.897315,-77.070993,TRUE,FALSE,0,,FALSE,TRUE,9,17,1.46185E+12
1.46187E+12,2,128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,1.46187E+12,38.8946,-77.072305,TRUE,FALSE,0,,FALSE,TRUE,6,9,1.46186E+12
1.46187E+12,2,129,Clarendon Blvd & Pierce St,31016,1.46187E+12,38.893438,-77.076389,TRUE,FALSE,0,,FALSE,TRUE,9,5,1.46185E+12
1.46187E+12,2,130,Wilson Blvd & N Uhle St,31017,1.46187E+12,38.891696,-77.0846,TRUE,FALSE,0,,FALSE,TRUE,4,11,1.46186E+12
1.46187E+12,2,131,N Rhodes & 16th St N,31018,1.46187E+12,38.892164,-77.079375,TRUE,FALSE,0,,FALSE,TRUE,6,5,1.46187E+12
1.46187E+12,2,132,Fairfax Village,31706,1.46187E+12,38.86559,-76.952103,TRUE,FALSE,0,,FALSE,TRUE,3,11,1.46185E+12
1.46187E+12,2,133,21st St & Constitution Ave NW,31261,1.46187E+12,38.892459,-77.046567,TRUE,FALSE,0,,FALSE,TRUE,12,3,1.46186E+12
1.46187E+12,2,134,Wilson Blvd & N Edgewood St,31019,1.46187E+12,38.889,-77.0925,TRUE,FALSE,0,,FALSE,TRUE,8,7,1.46183E+12
1.46187E+12,2,135,Columbia Rd & Belmont St NW,31113,1.46187E+12,38.920669,-77.04368,TRUE,FALSE,0,,FALSE,TRUE,6,13,1.46187E+12
1.46187E+12,2,136,17th & Rhode Island Ave NW,31239,1.46187E+12,38.906602,-77.038785,TRUE,FALSE,0,,FALSE,TRUE,11,10,1.46186E+12
1.46187E+12,2,137,Thomas Circle,31241,1.46187E+12,38.9059,-77.0325,TRUE,FALSE,0,,FALSE,TRUE,4,26,1.46187E+12
1.46187E+12,2,138,Wilson Blvd & Franklin Rd,31020,1.46187E+12,38.8904,-77.0889,TRUE,FALSE,0,,FALSE,TRUE,7,4,1.46184E+12
1.46187E+12,2,139,Clarendon Blvd & N Fillmore St,31021,1.46187E+12,38.8881,-77.09308,TRUE,FALSE,0,,FALSE,TRUE,1,14,1.46186E+12
1.46187E+12,2,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,1.46187E+12,38.88786,-77.094875,TRUE,FALSE,0,,FALSE,TRUE,3,13,1.46186E+12
1.46187E+12,2,141,18th St & Pennsylvania Ave NW,31242,1.46187E+12,38.89968,-77.041539,TRUE,FALSE,0,,FALSE,TRUE,15,11,1.46187E+12
1.46187E+12,2,142,Maryland & Independence Ave SW,31243,1.46187E+12,38.887299,-77.018939,TRUE,FALSE,0,,FALSE,TRUE,23,16,1.46187E+12
1.46187E+12,2,143,4th & E St SW,31244,1.46187E+12,38.88412,-77.017445,TRUE,FALSE,0,,FALSE,TRUE,4,15,1.46187E+12
1.46187E+12,2,144,3rd & G St SE,31625,1.46187E+12,38.881185,-77.001828,TRUE,FALSE,0,,FALSE,TRUE,10,9,1.46187E+12
1.46187E+12,2,145,7th & R St NW / Shaw Library,31245,1.46187E+12,38.912719,-77.022155,TRUE,FALSE,0,,FALSE,TRUE,7,7,1.46187E+12
1.46187E+12,2,146,9th & Upshur St NW,31404,1.46187E+12,38.9418,-77.0251,TRUE,FALSE,0,,FALSE,TRUE,9,6,1.46185E+12
1.46187E+12,2,147,1st & Rhode Island Ave NW,31506,1.46187E+12,38.915417,-77.012289,TRUE,FALSE,0,,FALSE,TRUE,7,7,1.46187E+12
1.46187E+12,2,148,Columbia Rd & Georgia Ave NW,31115,1.46187E+12,38.928156,-77.02344,TRUE,FALSE,0,,FALSE,TRUE,6,13,1.46187E+12
1.46187E+12,2,149,California St & Florida Ave NW,31116,1.46187E+12,38.917761,-77.04062,TRUE,FALSE,0,,FALSE,TRUE,12,6,1.46187E+12
1.46187E+12,2,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,1.46187E+12,38.889935,-76.93723,TRUE,FALSE,0,,FALSE,TRUE,8,7,1.46183E+12
1.46187E+12,2,151,3000 Connecticut Ave NW / National Zoo,31307,1.46187E+12,38.930282,-77.055599,TRUE,FALSE,0,,FALSE,TRUE,7,8,1.46186E+12
1.46187E+12,2,152,Anacostia Ave & Benning Rd NE / River Terrace,31708,1.46187E+12,38.896544,-76.96012,TRUE,FALSE,0,,FALSE,TRUE,8,7,1.46184E+12
1.46187E+12,2,153,M St & Pennsylvania Ave NW,31246,1.46187E+12,38.905126,-77.056887,TRUE,FALSE,0,,FALSE,TRUE,12,6,1.46187E+12
1.46187E+12,2,154,15th St & Massachusetts Ave SE,31626,1.46187E+12,38.88732,-76.983569,TRUE,FALSE,0,,FALSE,TRUE,3,12,1.46187E+12
